doc_id,Question,Answer,frequency
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,فيه تأثير للتدخين على البيئة بشكل عام. يعني,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,فيه تأثير للتدخين على الصحة النفسية والاجتماعية,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,فيه جهود عالمية ومحلية للتوعية بأضرار التدخين,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,فيه جهود عالمية ومحلية للتوعية بأضرار التدخين. يعني,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,فيه جهود لتقديم برامج دعم للأشخاص اللي عايزين يبطلوا التدخين,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"فيه جهود لتقديم برامج دعم للأشخاص اللي عايزين يبطلوا التدخين. ده بيشمل الدعم النفسي والطبي للأشخاص اللي بيحاولوا يقللوا من التدخين أو يبطلوه خالص.
وكمان",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"لكن في نفس الوقت بيسبب مشاكل نفسية واجتماعية.
وفي العالم",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,بيكون فيه دعوات لحماية الشباب من بداية التدخين. يعني,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"وده بيكون ليه تأثير سلبي على الطبيعة.
وفي مصر",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"وده بيكون ليه تأثير على الصحة العامة وعلى النظام الصحي.
وكمان",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"وده بيكون ليه تأثير على النظرة الاجتماعية للتدخين.
وفي العالم",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"وليها تأثيرات صحية خطيرة.
أولاً",1
8.0, ايه المرض اللي بيجي من السجارة؟,التدخين بيكون ليه تأثير على الاقتصاد. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,التدخين بيكون منتشر وبيعتبر عادة يومية,1
8.0, ايه المرض اللي بيجي من السجارة؟,الحكومة بتحاول تضع قوانين وتشريعات للحد من التدخين. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,السجائر,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,بيكون فيه محاولات لرفع الوعي بأضرار التدخين في المدارس والجامعات. يعني,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,بيكون فيه حملات توعية عن الأمراض اللي ممكن تنتج من التدخين. يعني,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"وده غير نمط الحياة العادية.
وكمان",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"التدخين ممكن يأثر على الأطفال ويكون ليه تأثير سلبي على صحتهم.
وفي العالم",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"وكان فيه اهتمام بتشجيع الفنون المختلفة.
وفي الستينيات",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"وكان فيه تأثر بالتغييرات اللي بتحصل في بريطانيا وغيرها.
وفي بريطانيا في الستينيات",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,وكان فيه تبادل ثقافي بين البلدين.,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"وكونوا ثقافة شبابية خاصة بيهم.
وفي الستينيات",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,التدخين بيكون ليه تأثير على الاقتصاد. يعني,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,التدخين بيكون منتشر وبيعتبر عادة يومية,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,التدخين بين الرجالة بيعتبر أكثر قبولاً منه بين الستات,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,التدخين ممكن يأثر على الأطفال ويكون ليه تأثير سلبي على صحتهم,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,السجائر,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,بيحطوا قيود على بيع السجاير وبيحاولوا يحدوا من التدخين في الأماكن العامة,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,السجاير بتحتوي على مواد كيميائية ضارة زي النيكوتين والقطران. النيكوتين ده مادة بتسبب الإدمان,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,السجاير بتعتبر جزء من الثقافة الاجتماعية لكتير من الناس. يعني,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,السجاير منتشرة بشكل كبير. كتير من الناس بيدخنوا,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,الشباب بيكون ليهم تأثير كبير في محاولات التقليل من التدخين,1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"بيحاولوا يشجعوا استخدام المنتجات اللي بتقلل من مخاطر التدخين زي السجاير الإلكترونية أو العلكة النيكوتين.
وفي مصر",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"بيحاولوا يطوروا علاجات وبرامج مساعدة عشان يساعدوا الناس يبطلوا التدخين.
وكمان",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,"بيحاولوا يفهموا الناس أن التدخين ممكن يسبب مشاكل زي أمراض الرئة والقلب.
وكمان",1
8.0, ايه اللي موجود في السجارة يخلي الواحد مدمن؟,بيحاولوا يقللوا الإعلانات عن السجاير ويحدوا من بيعها للشباب تحت سن معينة,1
8.0, ايه المرض اللي بيجي من السجارة؟,السجاير بتحتوي على مواد كيميائية ضارة زي النيكوتين والقطران. النيكوتين ده مادة بتسبب الإدمان,1
8.0, ايه المرض اللي بيجي من السجارة؟,السجاير بتعتبر جزء من الثقافة الاجتماعية لكتير من الناس,1
8.0, ايه المرض اللي بيجي من السجارة؟,"بس في نفس الوقت بتصرف كتير على علاج الأمراض الناتجة عن التدخين.
وفي العالم",1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,"بيحطوا قيود على بيع السجاير وبيحاولوا يحدوا من التدخين في الأماكن العامة.
وفي مصر",1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,"بس في نفس الوقت بتصرف كتير على علاج الأمراض الناتجة عن التدخين.
وفي العالم",1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,"بس فيه جدال حول مدى فعاليتها.
وفي مصر",1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,بقايا السجاير والدخان بيسببوا تلوث للهواء والتربة,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,بيحاولوا يعلموا الطلاب عن أخطار التدخين من سن صغير,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,بيحاولوا يعلموا الناس بالمخاطر الصحية للتدخين ويشجعوهم على الإقلاع عنه,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,بيحاولوا يفهموا الناس أن التدخين ممكن يسبب مشاكل زي أمراض الرئة والقلب,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,"بيحاولوا يفهموا الناس أن التدخين ممكن يسبب مشاكل زي أمراض الرئة والقلب.
وكمان",1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,بيحطوا قيود على بيع السجاير وبيحاولوا يحدوا من التدخين في الأماكن العامة,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,بيكون فيه نظرة مختلفة للسجاير بين الرجالة والستات. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,بيكون فيه جهود لتطوير منتجات بديلة للسجاير,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,فيه تأثير للتدخين على البيئة بشكل عام. يعني,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,فيه تأثير للتدخين على الصحة النفسية والاجتماعية. التدخين ممكن يكون وسيلة للتعامل مع الضغوط,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,فيه جهود عالمية ومحلية للتوعية بأضرار التدخين,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,فيه جهود عالمية ومحلية للتوعية بأضرار التدخين. يعني,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,"فيه جهود لتقديم برامج دعم للأشخاص اللي عايزين يبطلوا التدخين. ده بيشمل الدعم النفسي والطبي للأشخاص اللي بيحاولوا يقللوا من التدخين أو يبطلوه خالص.
وكمان",1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,فيه منتجات زي السجاير الإلكترونية اللي بيقولوا إنها أقل ضرراً,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,"والقطران ومواد تانية في السجاير بتزيد من خطر الإصابة بأمراض زي السرطان وأمراض القلب.
وفي مصر",1
8.0, شرب السجارة مؤثر علي الشغل؟,التدخين بيكون ليه تأثير على الاقتصاد. يعني,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,السجاير بتعتبر جزء من الثقافة الاجتماعية لكتير من الناس. يعني,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,الحكومة بتحاول تضع قوانين وتشريعات للحد من التدخين. يعني,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,الحكومة بتحاول تضع قوانين وتشريعات للحد من التدخين,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,التدخين ممكن يكون وسيلة للتعامل مع الضغوط,1
8.0, ايه المرض اللي بيجي من السجارة؟,بيكون فيه جهود لتطوير منتجات بديلة للسجاير. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,بيكون فيه محاولات لزيادة الضرائب على السجاير,1
8.0, ايه المرض اللي بيجي من السجارة؟,بيكون فيه مناقشات حول الضرائب على السجاير,1
8.0, ايه المرض اللي بيجي من السجارة؟,بيكون فيه نظرة مختلفة للسجاير بين الرجالة والستات,1
8.0, ايه المرض اللي بيجي من السجارة؟,بيكون فيه نظرة مختلفة للسجاير بين الرجالة والستات. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,تصنيع السجاير والتخلص منها بيسبب تلوث,1
8.0, ايه المرض اللي بيجي من السجارة؟,ده موضوع مهم وليه تأثير كبير على الصحة والمجتمع. السجاير دي منتجات تبغ بتستخدم في كل حتة حوالين العالم,1
8.0, ايه المرض اللي بيجي من السجارة؟,في المجتمع المصري,1
8.0, ايه المرض اللي بيجي من السجارة؟,فيه تأثير للتدخين على البيئة بشكل عام. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,فيه تأثير للتدخين على المنازل والأسر. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,فيه جهود عالمية ومحلية للتوعية بأضرار التدخين,1
8.0, ايه المرض اللي بيجي من السجارة؟,فيه جهود لتطوير بدائل أقل ضرراً للسجاير. يعني,1
8.0, ايه المرض اللي بيجي من السجارة؟,"فيه جهود لتقديم برامج دعم للأشخاص اللي عايزين يبطلوا التدخين. ده بيشمل الدعم النفسي والطبي للأشخاص اللي بيحاولوا يقللوا من التدخين أو يبطلوه خالص.
وكمان",1
8.0, ايه المرض اللي بيجي من السجارة؟,"وده بيكون ليه تأثير على النظرة الاجتماعية للتدخين.
وفي العالم",1
8.0, ايه المرض اللي بيجي من السجارة؟,"وليها تأثيرات صحية خطيرة.
أولاً",1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,التدخين بيكون ليه تأثير على العمل. في بعض الشركات والمؤسسات,1
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,التدخين بيكون منتشر وبيعتبر عادة يومية,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,وظهرت تصميمات جديدة وأنيقة كان ليها تأثير كبير على الموضة العالمية,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"وده سهل على الناس التنقل والسفر.
وكمان",1
8.0, شرب السجارة مؤثر علي الشغل؟,التدخين بيكون منتشر وبيعتبر عادة يومية,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"والناس بدأت تتبنى عادات جديدة في الأكل والترفيه.
وفي مصر",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"الفن والموسيقى كان ليهم دور كبير في الستينيات. فرق زي البيتلز والرولينج ستونز ظهرت وأثرت على الموسيقى العالمية. الستينيات كانت فترة ذهبية للموسيقى البريطانية.
وفي الستينيات",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الناس كانت مهتمة بمتابعة الأحداث العالمية,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,بريطانيا شهدت تطورات اقتصادية وصناعية. كان فيه نمو في الصناعات وتحسينات في الاقتصاد,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"بريطانيا شهدت تغييرات اجتماعية وثقافية هايلة.
أولاً",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,بقى فيه هجرة من دول كتيرة,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,ده كان وقت مليان بالتغييرات والتطورات الكبيرة,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,كان فيه تحول كبير في القيم والعادات,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,كان فيه تطورات كبيرة في مجال النقل والمواصلات. السيارات بقت أكثر شيوعاً والطرق بدأت تتحسن,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"وده ساعد في تحسين مستوى الحياة للناس.
وكمان",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الشباب في بريطانيا كان ليهم دور مهم في الستينيات. بدأوا يعبروا عن نفسهم بطرق مختلفة,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"وده ساهم في تحسين الرعاية الصحية وزيادة متوسط عمر الناس.
وفي مصر",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"وده ساهم في زيادة معدلات التعليم.
وكمان",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"وده سهل على الناس التنقل والسفر.
وكمان",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"وكان فيه اهتمام بتشجيع الفنون المختلفة.
وفي الستينيات",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,"وكونوا ثقافة شبابية خاصة بيهم.
وفي الستينيات",1
7.0, علاقة البلاد كانت متطورة وقتها؟,الحياة الاجتماعية في بريطانيا كانت مليانة بالأحداث,1
7.0, علاقة البلاد كانت متطورة وقتها؟,الحياة اليومية كمان شهدت تغييرات,1
7.0, علاقة البلاد كانت متطورة وقتها؟,الستينيات في بريطانيا كانت فترة الانفتاح والتحرر الثقافي,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الفن والموسيقى كان ليهم دور كبير في الستينيات,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الستينيات كانت فترة ذهبية للموسيقى البريطانية,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"وده ساهم في تحسين الرعاية الصحية وزيادة متوسط عمر الناس.
وفي مصر",1
7.0, اخبار اللبس ايه في الفترة دية؟,"وكان فيه اهتمام بتشجيع الفنون المختلفة.
وفي الستينيات",1
7.0, اخبار اللبس ايه في الفترة دية؟,زي التلفزيونات والثلاجات,1
7.0, اخبار اللبس ايه في الفترة دية؟,"والناس بدأت تتبنى عادات جديدة في الأكل والترفيه.
وفي مصر",1
7.0, اخبار اللبس ايه في الفترة دية؟,والناس بدأت تتقبل أفكار جديدة وأساليب حياة مختلفة,1
7.0, اخبار اللبس ايه في الفترة دية؟,"والناس بدأت تتقبل أفكار جديدة وأساليب حياة مختلفة.
وكمان",1
7.0, اخبار اللبس ايه في الفترة دية؟,"وده ساهم في تحسين الرعاية الصحية وزيادة متوسط عمر الناس.
وفي مصر",1
7.0, اخبار اللبس ايه في الفترة دية؟,"وده ساهم في تنوع الثقافات والعادات داخل بريطانيا.
وفي الستينيات",1
7.0, اخبار اللبس ايه في الفترة دية؟,"وده سهل على الناس التنقل والسفر.
وكمان",1
7.0, اخبار اللبس ايه في الفترة دية؟,"وده غير نمط الحياة العادية.
وكمان",1
7.0, اخبار اللبس ايه في الفترة دية؟,"وكان فيه تأثر بالتغييرات اللي بتحصل في بريطانيا وغيرها.
وفي بريطانيا في الستينيات",1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الستينيات كانت فترة تغييرات مشابهة. الناس كانت بتتأثر بالتغيرات اللي بتحصل في بريطانيا وغيرها,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الحياة الاجتماعية في بريطانيا كانت مليانة بالأحداث,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الحياة اليومية كمان شهدت تغييرات. التكنولوجيا بدأت تدخل في البيوت بأشكال مختلفة,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الحياة في بريطانيا في الستينيات,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الستينيات في بريطانيا كانت فترة الانفتاح والتحرر الثقافي,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الستينيات في بريطانيا كانت فترة الانفتاح والتحرر الثقافي. كان فيه تحول كبير في القيم والعادات,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الستينيات في بريطانيا كانت فترة التغييرات السياسية,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الستينيات كانت فترة تطور في العلاقات الدولية,1
7.0, الصناعة كانت كويسة فى الفترة دية؟,الستينيات كانت فترة تغيرات كبيرة برضه. الناس كانت متابعة للتغيرات اللي بتحصل في بريطانيا وغيرها من الدول,1
7.0, علاقة البلاد كانت متطورة وقتها؟,الستينيات كانت فترة تطور في العلاقات الدولية,1
7.0, علاقة البلاد كانت متطورة وقتها؟,"الستينيات كانت فترة تطور في العلاقات الدولية. بريطانيا كانت بتعمل على تحسين علاقاتها مع دول أخرى وكان فيه تركيز على التعاون الدولي.
وفي الستينيات في بريطانيا",1
7.0, علاقة البلاد كانت متطورة وقتها؟,الستينيات كانت فترة تغيرات كبيرة برضه. الناس كانت متابعة للتغيرات اللي بتحصل في بريطانيا وغيرها من الدول,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,النظام الصحي تحسن والتعليم بقى متاح أكتر للجميع,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"الستينيات كانت فترة تطور في العلاقات الدولية. بريطانيا كانت بتعمل على تحسين علاقاتها مع دول أخرى وكان فيه تركيز على التعاون الدولي.
وفي الستينيات في بريطانيا",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الستينيات كانت فترة تغييرات في السياسة والمجتمع. الناس كانت مهتمة بمتابعة الأحداث العالمية,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الستينيات كانت فترة تغييرات مشابهة. الناس كانت بتتأثر بالتغيرات اللي بتحصل في بريطانيا وغيرها,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"السينما والتليفزيون في بريطانيا شهدت تطور كبير. كان فيه إنتاج لأفلام وبرامج تليفزيونية عكست التغييرات الاجتماعية والثقافية اللي كانت بتحصل.
وفي الستينيات",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الشباب في بريطانيا كان ليهم دور مهم في الستينيات,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الفن والموسيقى كان ليهم دور كبير في الستينيات,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الناس كانت بتتأثر بالتغيرات اللي بتحصل في بريطانيا وغيرها,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الناس كانت متابعة للتغيرات اللي بتحصل في بريطانيا وغيرها من الدول,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,بريطانيا في الستينيات شهدت تغييرات في نمط العيش. بدأت تظهر أساليب حياة جديدة,1
7.0, علاقة البلاد كانت متطورة وقتها؟,الستينيات كانت فترة تغييرات مشابهة,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,بريطانيا كانت بتعمل على تحسين علاقاتها مع دول أخرى وكان فيه تركيز على التعاون الدولي,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"بريطانيا كانت شاهدة على تغييرات في العلاقات العملية والحقوق العمالية. بدأ العمال يطالبوا بحقوق أكتر وظروف عمل أفضل.
وكمان",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,فيه تطورات في مجال الطب والصحة. بدأت تظهر تقنيات وعلاجات جديدة,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,كان فيه إنتاج لأفلام وبرامج تليفزيونية عكست التغييرات الاجتماعية والثقافية اللي كانت بتحصل,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,كان فيه تحول في السياسات وظهور حركات اجتماعية جديدة كان ليها تأثير كبير على المجتمع,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"والناس بدأت تتبنى عادات جديدة في الأكل والترفيه.
وفي مصر",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"والناس بدأت تتقبل أفكار جديدة وأساليب حياة مختلفة.
وكمان",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"وده ساعد في رفع مستوى المعيشة.
وكمان",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الستينيات في بريطانيا كانت فترة الانفتاح والتحرر الثقافي. كان فيه تحول كبير في القيم والعادات,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الستينيات في بريطانيا كانت فترة الانفتاح والتحرر الثقافي,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الرياضة في بريطانيا شهدت ازدهار في الستينيات. كان فيه تطور في كرة القدم والرياضات الأخرى,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الحياة في بريطانيا في الستينيات,1
7.0, علاقة البلاد كانت متطورة وقتها؟,الستينيات كانت فترة تغييرات مشابهة. الناس كانت بتتأثر بالتغيرات اللي بتحصل في بريطانيا وغيرها,1
7.0, علاقة البلاد كانت متطورة وقتها؟,السينما والتليفزيون في بريطانيا شهدت تطور كبير,1
7.0, علاقة البلاد كانت متطورة وقتها؟,الناس كانت مهتمة بمتابعة الأحداث العالمية,1
7.0, علاقة البلاد كانت متطورة وقتها؟,"بريطانيا كانت شاهدة على تغييرات في مجال الإعلام. الصحافة والمجلات بدأت تتناول موضوعات أكثر جرأة وتعكس التغيرات اللي بتحصل في المجتمع.
وكمان",1
7.0, علاقة البلاد كانت متطورة وقتها؟,كان فيه تحول كبير في القيم والعادات,1
7.0, علاقة البلاد كانت متطورة وقتها؟,كان فيه تطور في كرة القدم والرياضات الأخرى,1
7.0, علاقة البلاد كانت متطورة وقتها؟,كان فيه تطور في مجال التعليم. بدأت المدارس والجامعات تفتح أبوابها لفئات أكبر من الطلاب,1
7.0, علاقة البلاد كانت متطورة وقتها؟,كان فيه تطورات كبيرة في مجال النقل والمواصلات,1
7.0, علاقة البلاد كانت متطورة وقتها؟,"والناس بدأت تتقبل أفكار جديدة وأساليب حياة مختلفة.
وكمان",1
7.0, علاقة البلاد كانت متطورة وقتها؟,"وده ساعد في تحسين مستوى الحياة للناس.
وكمان",1
7.0, علاقة البلاد كانت متطورة وقتها؟,"وده ساهم في تحسين الرعاية الصحية وزيادة متوسط عمر الناس.
وفي مصر",1
7.0, علاقة البلاد كانت متطورة وقتها؟,"وده ساهم في زيادة معدلات التعليم.
وكمان",1
7.0, علاقة البلاد كانت متطورة وقتها؟,"وده سهل على الناس التنقل والسفر.
وكمان",1
7.0, علاقة البلاد كانت متطورة وقتها؟,"وظهرت تصميمات جديدة وأنيقة كان ليها تأثير كبير على الموضة العالمية.
وكمان",1
7.0, علاقة البلاد كانت متطورة وقتها؟,وكان فيه تبادل ثقافي بين البلدين.,1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,"الحركات النسائية في بريطانيا بدأت تأخد قوة في الستينيات. النساء بدأوا يطالبوا بالمساواة وحقوق أكتر في العمل والمجتمع.
وفي مصر",1
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الحياة الاجتماعية في بريطانيا كانت مليانة بالأحداث. من الحفلات الموسيقية للمعارض الفنية,1
8.0, شرب السجارة مؤثر علي الشغل؟,التدخين بيكون ليه تأثير على العمل. في بعض الشركات والمؤسسات,1
8.0, شرب السجارة مؤثر علي الشغل؟,التدخين بين الرجالة بيعتبر أكثر قبولاً منه بين الستات,1
9.0, هي الاشخاص بتشرب ايه الصبح؟,فيه أنواع كتير من القهوة. يعني,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,كل نوع ليه طريقة تحضير مختلفة وطعم مميز,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,شرب القهوة بيكون طريقة لزيادة النشاط والحيوية,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,في فنانين وكتاب كتير بيستخدموا القهوة كمصدر إلهام في أعمالهم,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,"في فنانين وكتاب كتير بيستخدموا القهوة كمصدر إلهام في أعمالهم.
وكمان",1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,في كل حتة هتلاقي قهاوي وناس بتشرب قهوة في الصبح وطول اليوم,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,فيه ثقافة القهوة المتخصصة اللي بتنمو في مصر وحوالين العالم. يعني,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,كتير من الناس بيستخدموا القهوة كمحفز في يومهم,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,كل مكان ليه جوه الخاص ونوعية القهوة اللي بيقدمها,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,"كل مكان ليه جوه الخاص ونوعية القهوة اللي بيقدمها.
وفي العالم",1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,"وأنواع تانية زي الاسبريسو والكابتشينو. كل نوع ليه طريقة تحضير مختلفة وطعم مميز.
وفي مصر",1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,دي حاجة مهمة جداً في حياتنا وخصوصاً في مصر. القهوة مش بس مشروب,1
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,"وده بيكون ليه تأثير على مزاجهم ونشاطهم.
وكمان",1
9.0, هو المشروبات اللي فيها كافيين بيساعد علي الكتابة؟,القهوة,1
9.0, هو المشروبات اللي فيها كافيين بيساعد علي الكتابة؟,القهوة بتعتبر جزء أساسي من الضيافة. يعني,1
9.0, هو المشروبات اللي فيها كافيين بيساعد علي الكتابة؟,القهوة بتعتبر مصدر للدفا في الأوقات الباردة. يعني,1
9.0, هو المشروبات اللي فيها كافيين بيساعد علي الكتابة؟,القهوة بتكون سبب للتجمعات والدردشة بين الأهل والأصحاب. يعني,1
